sample,location,date,sst,formula,conc
143,Cicer,2020-08-10T00:00:00Z,22.4,phosphate,0.08
143,Cicer,2020-08-10T00:00:00Z,22.4,ammonium,1.5
143,Cicer,2020-08-10T00:00:00Z,22.4,nitrates_and_nitrites,0.45
144,Cicer,2020-08-31T00:00:00Z,23,toc,74.5
144,Cicer,2020-08-31T00:00:00Z,23,ton,5.6
144,Cicer,2020-08-31T00:00:00Z,23,silicate,0.7
144,Cicer,2020-08-31T00:00:00Z,23,phosphate,0.01
144,Cicer,2020-08-31T00:00:00Z,23,ammonium,0.19
144,Cicer,2020-08-31T00:00:00Z,23,nitrates_and_nitrites,0.32
146,Cicer,2020-11-02T00:00:00Z,22.6,toc,62.7
146,Cicer,2020-11-02T00:00:00Z,22.6,ton,7.7
146,Cicer,2020-11-02T00:00:00Z,22.6,silicate,1.58
146,Cicer,2020-11-02T00:00:00Z,22.6,phosphate,0.05
146,Cicer,2020-11-02T00:00:00Z,22.6,ammonium,0.3
146,Cicer,2020-11-02T00:00:00Z,22.6,nitrates_and_nitrites,0.33
147,Cicer,2020-12-01T00:00:00Z,21.7,toc,88.8
147,Cicer,2020-12-01T00:00:00Z,21.7,ton,10.8
147,Cicer,2020-12-01T00:00:00Z,21.7,silicate,1.8
147,Cicer,2020-12-01T00:00:00Z,21.7,phosphate,0.2
147,Cicer,2020-12-01T00:00:00Z,21.7,ammonium,0.29
147,Cicer,2020-12-01T00:00:00Z,21.7,nitrates_and_nitrites,0.42
148,Cicer,2021-01-18T00:00:00Z,19.3,toc,73.5
148,Cicer,2021-01-18T00:00:00Z,19.3,ton,7.2
148,Cicer,2021-01-18T00:00:00Z,19.3,silicate,0.84
148,Cicer,2021-01-18T00:00:00Z,19.3,phosphate,0.05
148,Cicer,2021-01-18T00:00:00Z,19.3,ammonium,0.11
148,Cicer,2021-01-18T00:00:00Z,19.3,nitrates_and_nitrites,0.25
149,Cicer,2021-03-02T00:00:00Z,19,toc,NA
149,Cicer,2021-03-02T00:00:00Z,19,ton,13.1
149,Cicer,2021-03-02T00:00:00Z,19,silicate,0.96
149,Cicer,2021-03-02T00:00:00Z,19,phosphate,0.08
149,Cicer,2021-03-02T00:00:00Z,19,ammonium,0.12
149,Cicer,2021-03-02T00:00:00Z,19,nitrates_and_nitrites,0.09999999999999999
150,Cicer,2021-04-14T00:00:00Z,20.3,toc,NA
150,Cicer,2021-04-14T00:00:00Z,20.3,ton,12.6
150,Cicer,2021-04-14T00:00:00Z,20.3,silicate,1.74
150,Cicer,2021-04-14T00:00:00Z,20.3,phosphate,0.06
150,Cicer,2021-04-14T00:00:00Z,20.3,ammonium,0.05
150,Cicer,2021-04-14T00:00:00Z,20.3,nitrates_and_nitrites,0.49
151,Cicer,2021-05-12T00:00:00Z,20.3,toc,61.7
151,Cicer,2021-05-12T00:00:00Z,20.3,ton,11.7
151,Cicer,2021-05-12T00:00:00Z,20.3,silicate,0.78
151,Cicer,2021-05-12T00:00:00Z,20.3,phosphate,0
151,Cicer,2021-05-12T00:00:00Z,20.3,ammonium,0.06
151,Cicer,2021-05-12T00:00:00Z,20.3,nitrates_and_nitrites,0.05
152,Cicer,2021-06-28T00:00:00Z,20.9,toc,66.1
152,Cicer,2021-06-28T00:00:00Z,20.9,ton,12.6
152,Cicer,2021-06-28T00:00:00Z,20.9,silicate,1.42
152,Cicer,2021-06-28T00:00:00Z,20.9,phosphate,0.08
152,Cicer,2021-06-28T00:00:00Z,20.9,ammonium,0.14
152,Cicer,2021-06-28T00:00:00Z,20.9,nitrates_and_nitrites,0.72
