sample,location,date,celltype,conc
68,Hotel_Cristina,2021-06-28T00:00:00Z,nanoeuka,813.8462701
68,Hotel_Cristina,2021-06-28T00:00:00Z,picoeuka,9028.753202
68,Hotel_Cristina,2021-06-28T00:00:00Z,prochloro,46544.24523
68,Hotel_Cristina,2021-06-28T00:00:00Z,synecho,15461.04272
68,Hotel_Cristina,2021-06-28T00:00:00Z,hna,948377.9148
68,Hotel_Cristina,2021-06-28T00:00:00Z,lna,201437.7988
69,Hotel_Cristina,2021-07-27T00:00:00Z,nanoeuka,527.6679271
69,Hotel_Cristina,2021-07-27T00:00:00Z,picoeuka,2587.307112
69,Hotel_Cristina,2021-07-27T00:00:00Z,prochloro,22931.89465
69,Hotel_Cristina,2021-07-27T00:00:00Z,synecho,11671.88769
69,Hotel_Cristina,2021-07-27T00:00:00Z,hna,498338.8704
69,Hotel_Cristina,2021-07-27T00:00:00Z,lna,112639.9182
70,Hotel_Cristina,2021-12-13T00:00:00Z,nanoeuka,350.5960285
70,Hotel_Cristina,2021-12-13T00:00:00Z,picoeuka,5886.315789
70,Hotel_Cristina,2021-12-13T00:00:00Z,prochloro,9600
70,Hotel_Cristina,2021-12-13T00:00:00Z,synecho,6997.894737
70,Hotel_Cristina,2021-12-13T00:00:00Z,hna,154992.9524
70,Hotel_Cristina,2021-12-13T00:00:00Z,lna,104055.0797
71,Hotel_Cristina,2022-01-24T00:00:00Z,nanoeuka,174.0806669
71,Hotel_Cristina,2022-01-24T00:00:00Z,picoeuka,10808.88889
71,Hotel_Cristina,2022-01-24T00:00:00Z,prochloro,8198.69281
71,Hotel_Cristina,2022-01-24T00:00:00Z,synecho,7127.843137
71,Hotel_Cristina,2022-01-24T00:00:00Z,hna,183747.1539
71,Hotel_Cristina,2022-01-24T00:00:00Z,lna,135639.163
72,Hotel_Cristina,2022-02-15T00:00:00Z,nanoeuka,137.5602473
72,Hotel_Cristina,2022-02-15T00:00:00Z,picoeuka,18341.05263
72,Hotel_Cristina,2022-02-15T00:00:00Z,prochloro,6374.736842
72,Hotel_Cristina,2022-02-15T00:00:00Z,synecho,10307.36842
72,Hotel_Cristina,2022-02-15T00:00:00Z,hna,245939.4991
72,Hotel_Cristina,2022-02-15T00:00:00Z,lna,123473.9239
73,Hotel_Cristina,2022-03-21T00:00:00Z,nanoeuka,338.4225553
73,Hotel_Cristina,2022-03-21T00:00:00Z,picoeuka,5546.666667
73,Hotel_Cristina,2022-03-21T00:00:00Z,prochloro,12139.08497
73,Hotel_Cristina,2022-03-21T00:00:00Z,synecho,16071.11111
73,Hotel_Cristina,2022-03-21T00:00:00Z,hna,83627.8868
73,Hotel_Cristina,2022-03-21T00:00:00Z,lna,125165.3475
74,Hotel_Cristina,2022-04-18T00:00:00Z,nanoeuka,47.63375263
74,Hotel_Cristina,2022-04-18T00:00:00Z,picoeuka,7216.842105
74,Hotel_Cristina,2022-04-18T00:00:00Z,prochloro,12496.84211
74,Hotel_Cristina,2022-04-18T00:00:00Z,synecho,15098.94737
74,Hotel_Cristina,2022-04-18T00:00:00Z,hna,141207.421
74,Hotel_Cristina,2022-04-18T00:00:00Z,lna,115425.7214
75,Hotel_Cristina,2022-05-16T00:00:00Z,nanoeuka,148.5163732
75,Hotel_Cristina,2022-05-16T00:00:00Z,picoeuka,3553.684211
75,Hotel_Cristina,2022-05-16T00:00:00Z,prochloro,9254.736842
75,Hotel_Cristina,2022-05-16T00:00:00Z,synecho,9583.157895
75,Hotel_Cristina,2022-05-16T00:00:00Z,hna,334348.9103
75,Hotel_Cristina,2022-05-16T00:00:00Z,lna,82619.53811
76,Hotel_Cristina,2022-06-14T00:00:00Z,nanoeuka,101.3743966
76,Hotel_Cristina,2022-06-14T00:00:00Z,picoeuka,7023.157895
76,Hotel_Cristina,2022-06-14T00:00:00Z,prochloro,12614.73684
76,Hotel_Cristina,2022-06-14T00:00:00Z,synecho,9414.736842
76,Hotel_Cristina,2022-06-14T00:00:00Z,hna,176948.932
76,Hotel_Cristina,2022-06-14T00:00:00Z,lna,104738.1546
77,Hotel_Cristina,2022-07-28T00:00:00Z,nanoeuka,172.8633196
77,Hotel_Cristina,2022-07-28T00:00:00Z,picoeuka,5195.789474
77,Hotel_Cristina,2022-07-28T00:00:00Z,prochloro,20892.63158
77,Hotel_Cristina,2022-07-28T00:00:00Z,synecho,16025.26316
77,Hotel_Cristina,2022-07-28T00:00:00Z,hna,380016.9905
77,Hotel_Cristina,2022-07-28T00:00:00Z,lna,131572.1685
78,Hotel_Cristina,2022-08-25T00:00:00Z,nanoeuka,133.9082053
78,Hotel_Cristina,2022-08-25T00:00:00Z,picoeuka,4007.320261
78,Hotel_Cristina,2022-08-25T00:00:00Z,prochloro,49434.77124
78,Hotel_Cristina,2022-08-25T00:00:00Z,synecho,17568.62745
78,Hotel_Cristina,2022-08-25T00:00:00Z,hna,489959.8829
78,Hotel_Cristina,2022-08-25T00:00:00Z,lna,125132.8201
79,Hotel_Cristina,2022-10-10T00:00:00Z,nanoeuka,962.2794287
79,Hotel_Cristina,2022-10-10T00:00:00Z,picoeuka,2530.821364
79,Hotel_Cristina,2022-10-10T00:00:00Z,prochloro,25044.4379
79,Hotel_Cristina,2022-10-10T00:00:00Z,synecho,10123.28546
79,Hotel_Cristina,2022-10-10T00:00:00Z,hna,284742.2443
79,Hotel_Cristina,2022-10-10T00:00:00Z,lna,63418.29085
80,Hotel_Cristina,2022-11-10T00:00:00Z,nanoeuka,873.7887791
80,Hotel_Cristina,2022-11-10T00:00:00Z,picoeuka,3966.188245
80,Hotel_Cristina,2022-11-10T00:00:00Z,prochloro,33153.08424
80,Hotel_Cristina,2022-11-10T00:00:00Z,synecho,5743.890477
80,Hotel_Cristina,2022-11-10T00:00:00Z,hna,226167.6854
80,Hotel_Cristina,2022-11-10T00:00:00Z,lna,126594.3951
81,Hotel_Cristina,2023-01-24T00:00:00Z,nanoeuka,329.9638213
81,Hotel_Cristina,2023-01-24T00:00:00Z,picoeuka,4013.668812
81,Hotel_Cristina,2023-01-24T00:00:00Z,prochloro,3621.569727
81,Hotel_Cristina,2023-01-24T00:00:00Z,synecho,18777.98162
81,Hotel_Cristina,2023-01-24T00:00:00Z,hna,169357.6289
81,Hotel_Cristina,2023-01-24T00:00:00Z,lna,122754.0076
82,Hotel_Cristina,2023-02-22T00:00:00Z,nanoeuka,397.6770979
82,Hotel_Cristina,2023-02-22T00:00:00Z,picoeuka,7889.881616
82,Hotel_Cristina,2023-02-22T00:00:00Z,prochloro,15779.76323
82,Hotel_Cristina,2023-02-22T00:00:00Z,synecho,6409.643503
82,Hotel_Cristina,2023-02-22T00:00:00Z,hna,413828.0817
82,Hotel_Cristina,2023-02-22T00:00:00Z,lna,142571.4869
83,Hotel_Cristina,2023-03-30T00:00:00Z,nanoeuka,469.6176866
83,Hotel_Cristina,2023-03-30T00:00:00Z,picoeuka,3704.513294
83,Hotel_Cristina,2023-03-30T00:00:00Z,prochloro,10507.6257
83,Hotel_Cristina,2023-03-30T00:00:00Z,synecho,16850.55012
83,Hotel_Cristina,2023-03-30T00:00:00Z,hna,176830.8154
83,Hotel_Cristina,2023-03-30T00:00:00Z,lna,155795.1793
84,Hotel_Cristina,2023-04-30T00:00:00Z,nanoeuka,NA
84,Hotel_Cristina,2023-04-30T00:00:00Z,picoeuka,NA
84,Hotel_Cristina,2023-04-30T00:00:00Z,prochloro,NA
84,Hotel_Cristina,2023-04-30T00:00:00Z,synecho,NA
84,Hotel_Cristina,2023-04-30T00:00:00Z,hna,NA
84,Hotel_Cristina,2023-04-30T00:00:00Z,lna,NA
85,Reina_Isabel,2020-04-28T00:00:00Z,nanoeuka,387.1541
85,Reina_Isabel,2020-04-28T00:00:00Z,picoeuka,8664.799253
85,Reina_Isabel,2020-04-28T00:00:00Z,prochloro,8011.204482
85,Reina_Isabel,2020-04-28T00:00:00Z,synecho,9561.157796
85,Reina_Isabel,2020-04-28T00:00:00Z,hna,212703.2967
85,Reina_Isabel,2020-04-28T00:00:00Z,lna,230538.4615
86,Reina_Isabel,2020-05-26T00:00:00Z,nanoeuka,682.5661236
86,Reina_Isabel,2020-05-26T00:00:00Z,picoeuka,731.4241486
86,Reina_Isabel,2020-05-26T00:00:00Z,prochloro,21339.00929
86,Reina_Isabel,2020-05-26T00:00:00Z,synecho,12387.7709
86,Reina_Isabel,2020-05-26T00:00:00Z,hna,389802.1978
86,Reina_Isabel,2020-05-26T00:00:00Z,lna,127472.5275
87,Reina_Isabel,2020-07-06T00:00:00Z,nanoeuka,1023.775847
87,Reina_Isabel,2020-07-06T00:00:00Z,picoeuka,6131.578947
87,Reina_Isabel,2020-07-06T00:00:00Z,prochloro,35125
87,Reina_Isabel,2020-07-06T00:00:00Z,synecho,29085.52632
87,Reina_Isabel,2020-07-06T00:00:00Z,hna,448455.6962
87,Reina_Isabel,2020-07-06T00:00:00Z,lna,179139.2405
88,Reina_Isabel,2020-08-10T00:00:00Z,nanoeuka,774.2323901
88,Reina_Isabel,2020-08-10T00:00:00Z,picoeuka,1691.729323
88,Reina_Isabel,2020-08-10T00:00:00Z,prochloro,32155.38847
88,Reina_Isabel,2020-08-10T00:00:00Z,synecho,27825.81454
88,Reina_Isabel,2020-08-10T00:00:00Z,hna,384619.5652
88,Reina_Isabel,2020-08-10T00:00:00Z,lna,162913.0435
89,Reina_Isabel,2020-08-31T00:00:00Z,nanoeuka,459.0293565
89,Reina_Isabel,2020-08-31T00:00:00Z,picoeuka,4558.573854
89,Reina_Isabel,2020-08-31T00:00:00Z,prochloro,60331.06961
89,Reina_Isabel,2020-08-31T00:00:00Z,synecho,21150.25467
89,Reina_Isabel,2020-08-31T00:00:00Z,hna,612541.806
89,Reina_Isabel,2020-08-31T00:00:00Z,lna,200117.0569
90,Reina_Isabel,2020-10-05T00:00:00Z,nanoeuka,656.9040138
90,Reina_Isabel,2020-10-05T00:00:00Z,picoeuka,5742.78438
90,Reina_Isabel,2020-10-05T00:00:00Z,prochloro,58446.51952
90,Reina_Isabel,2020-10-05T00:00:00Z,synecho,12001.27334
90,Reina_Isabel,2020-10-05T00:00:00Z,hna,571655.5184
90,Reina_Isabel,2020-10-05T00:00:00Z,lna,198210.7023
91,Reina_Isabel,2020-11-02T00:00:00Z,nanoeuka,895.289529
91,Reina_Isabel,2020-11-02T00:00:00Z,picoeuka,8758.169935
91,Reina_Isabel,2020-11-02T00:00:00Z,prochloro,66243.38624
91,Reina_Isabel,2020-11-02T00:00:00Z,synecho,10992.84158
91,Reina_Isabel,2020-11-02T00:00:00Z,hna,363260.8696
91,Reina_Isabel,2020-11-02T00:00:00Z,lna,207531.0559
92,Reina_Isabel,2020-12-01T00:00:00Z,nanoeuka,261.1654354
92,Reina_Isabel,2020-12-01T00:00:00Z,picoeuka,3555.28974
92,Reina_Isabel,2020-12-01T00:00:00Z,prochloro,48385.16746
92,Reina_Isabel,2020-12-01T00:00:00Z,synecho,5336.25731
92,Reina_Isabel,2020-12-01T00:00:00Z,hna,201739.1304
92,Reina_Isabel,2020-12-01T00:00:00Z,lna,126260.8696
93,Reina_Isabel,2021-01-18T00:00:00Z,nanoeuka,615.7624666
93,Reina_Isabel,2021-01-18T00:00:00Z,picoeuka,4614.583333
93,Reina_Isabel,2021-01-18T00:00:00Z,prochloro,31250
93,Reina_Isabel,2021-01-18T00:00:00Z,synecho,16937.5
93,Reina_Isabel,2021-01-18T00:00:00Z,hna,180370.8791
93,Reina_Isabel,2021-01-18T00:00:00Z,lna,169821.4286
94,Reina_Isabel,2021-03-02T00:00:00Z,nanoeuka,714.3810366
94,Reina_Isabel,2021-03-02T00:00:00Z,picoeuka,9559.066161
94,Reina_Isabel,2021-03-02T00:00:00Z,prochloro,7554.446461
94,Reina_Isabel,2021-03-02T00:00:00Z,synecho,11347.13744
94,Reina_Isabel,2021-03-02T00:00:00Z,hna,215182.5157
94,Reina_Isabel,2021-03-02T00:00:00Z,lna,274157.1728
95,Reina_Isabel,2021-04-14T00:00:00Z,nanoeuka,514.8889771
95,Reina_Isabel,2021-04-14T00:00:00Z,picoeuka,6297.358181
95,Reina_Isabel,2021-04-14T00:00:00Z,prochloro,13977.06328
95,Reina_Isabel,2021-04-14T00:00:00Z,synecho,21146.83596
95,Reina_Isabel,2021-04-14T00:00:00Z,hna,345308.9245
95,Reina_Isabel,2021-04-14T00:00:00Z,lna,135102.9748
96,Reina_Isabel,2021-05-12T00:00:00Z,nanoeuka,719.9616344
96,Reina_Isabel,2021-05-12T00:00:00Z,picoeuka,10755.67359
96,Reina_Isabel,2021-05-12T00:00:00Z,prochloro,18819.41091
96,Reina_Isabel,2021-05-12T00:00:00Z,synecho,9608.884597
96,Reina_Isabel,2021-05-12T00:00:00Z,hna,359243.2791
96,Reina_Isabel,2021-05-12T00:00:00Z,lna,158048.4567
97,Reina_Isabel,2021-06-28T00:00:00Z,nanoeuka,314.4131207
97,Reina_Isabel,2021-06-28T00:00:00Z,picoeuka,6574.937667
97,Reina_Isabel,2021-06-28T00:00:00Z,prochloro,47422.04574
97,Reina_Isabel,2021-06-28T00:00:00Z,synecho,13931.72654
97,Reina_Isabel,2021-06-28T00:00:00Z,hna,619812.4614
97,Reina_Isabel,2021-06-28T00:00:00Z,lna,173040.6513
98,Playa_Chica,2020-04-28T00:00:00Z,nanoeuka,874.5874587
98,Playa_Chica,2020-04-28T00:00:00Z,picoeuka,7988.721805
98,Playa_Chica,2020-04-28T00:00:00Z,prochloro,6948.621554
98,Playa_Chica,2020-04-28T00:00:00Z,synecho,7694.235589
98,Playa_Chica,2020-04-28T00:00:00Z,hna,162130.4348
98,Playa_Chica,2020-04-28T00:00:00Z,lna,173869.5652
99,Playa_Chica,2020-05-26T00:00:00Z,nanoeuka,739.8408553
99,Playa_Chica,2020-05-26T00:00:00Z,picoeuka,3796.439628
99,Playa_Chica,2020-05-26T00:00:00Z,prochloro,13095.97523
99,Playa_Chica,2020-05-26T00:00:00Z,synecho,10379.25697
99,Playa_Chica,2020-05-26T00:00:00Z,hna,336695.6522
99,Playa_Chica,2020-05-26T00:00:00Z,lna,190608.6957
100,Playa_Chica,2020-07-06T00:00:00Z,nanoeuka,893.1097191
100,Playa_Chica,2020-07-06T00:00:00Z,picoeuka,6394.736842
100,Playa_Chica,2020-07-06T00:00:00Z,prochloro,35052.63158
100,Playa_Chica,2020-07-06T00:00:00Z,synecho,27111.84211
100,Playa_Chica,2020-07-06T00:00:00Z,hna,383120.8791
100,Playa_Chica,2020-07-06T00:00:00Z,lna,169758.2418
101,Playa_Chica,2020-08-10T00:00:00Z,nanoeuka,666.0666067
101,Playa_Chica,2020-08-10T00:00:00Z,picoeuka,4223.057644
101,Playa_Chica,2020-08-10T00:00:00Z,prochloro,36196.74185
101,Playa_Chica,2020-08-10T00:00:00Z,synecho,28182.95739
101,Playa_Chica,2020-08-10T00:00:00Z,hna,474508.4746
101,Playa_Chica,2020-08-10T00:00:00Z,lna,149796.6102
102,Playa_Chica,2020-08-31T00:00:00Z,nanoeuka,833.45648
102,Playa_Chica,2020-08-31T00:00:00Z,picoeuka,3947.368421
102,Playa_Chica,2020-08-31T00:00:00Z,prochloro,53404.0747
102,Playa_Chica,2020-08-31T00:00:00Z,synecho,21188.45501
102,Playa_Chica,2020-08-31T00:00:00Z,hna,832899.4083
102,Playa_Chica,2020-08-31T00:00:00Z,lna,197751.4793
103,Playa_Chica,2020-10-05T00:00:00Z,nanoeuka,367.5816683
103,Playa_Chica,2020-10-05T00:00:00Z,picoeuka,2521.222411
103,Playa_Chica,2020-10-05T00:00:00Z,prochloro,45821.3073
103,Playa_Chica,2020-10-05T00:00:00Z,synecho,12771.64686
103,Playa_Chica,2020-10-05T00:00:00Z,hna,584378.6982
103,Playa_Chica,2020-10-05T00:00:00Z,lna,192831.7836
104,Playa_Chica,2020-11-02T00:00:00Z,nanoeuka,811.2811281
104,Playa_Chica,2020-11-02T00:00:00Z,picoeuka,9310.776942
104,Playa_Chica,2020-11-02T00:00:00Z,prochloro,69667.9198
104,Playa_Chica,2020-11-02T00:00:00Z,synecho,9736.842105
104,Playa_Chica,2020-11-02T00:00:00Z,hna,396708.0745
104,Playa_Chica,2020-11-02T00:00:00Z,lna,146552.795
105,Playa_Chica,2020-12-01T00:00:00Z,nanoeuka,279.2528653
105,Playa_Chica,2020-12-01T00:00:00Z,picoeuka,3276.182881
105,Playa_Chica,2020-12-01T00:00:00Z,prochloro,46776.98033
105,Playa_Chica,2020-12-01T00:00:00Z,synecho,5502.392344
105,Playa_Chica,2020-12-01T00:00:00Z,hna,185992.674
105,Playa_Chica,2020-12-01T00:00:00Z,lna,109069.5971
106,Playa_Chica,2021-01-18T00:00:00Z,nanoeuka,649.1377615
106,Playa_Chica,2021-01-18T00:00:00Z,picoeuka,6869.281046
106,Playa_Chica,2021-01-18T00:00:00Z,prochloro,40248.36601
106,Playa_Chica,2021-01-18T00:00:00Z,synecho,10411.76471
106,Playa_Chica,2021-01-18T00:00:00Z,hna,212802.1978
106,Playa_Chica,2021-01-18T00:00:00Z,lna,154038.4615
107,Playa_Chica,2021-03-02T00:00:00Z,nanoeuka,744.4447216
107,Playa_Chica,2021-03-02T00:00:00Z,picoeuka,10518.06633
107,Playa_Chica,2021-03-02T00:00:00Z,prochloro,7566.820657
107,Playa_Chica,2021-03-02T00:00:00Z,synecho,12931.03448
107,Playa_Chica,2021-03-02T00:00:00Z,hna,237747.0356
107,Playa_Chica,2021-03-02T00:00:00Z,lna,285456.8705
108,Playa_Chica,2021-04-14T00:00:00Z,nanoeuka,1083.342563
108,Playa_Chica,2021-04-14T00:00:00Z,picoeuka,5977.882449
108,Playa_Chica,2021-04-14T00:00:00Z,prochloro,11906.61479
108,Playa_Chica,2021-04-14T00:00:00Z,synecho,19604.75118
108,Playa_Chica,2021-04-14T00:00:00Z,hna,307798.627
108,Playa_Chica,2021-04-14T00:00:00Z,lna,149491.9908
109,Playa_Chica,2021-05-12T00:00:00Z,nanoeuka,672.6117124
109,Playa_Chica,2021-05-12T00:00:00Z,picoeuka,9060.382563
109,Playa_Chica,2021-05-12T00:00:00Z,prochloro,16135.99568
109,Playa_Chica,2021-05-12T00:00:00Z,synecho,8418.780356
109,Playa_Chica,2021-05-12T00:00:00Z,hna,365051.4437
109,Playa_Chica,2021-05-12T00:00:00Z,lna,161865.2506
110,Playa_Chica,2021-06-28T00:00:00Z,nanoeuka,469.2011186
110,Playa_Chica,2021-06-28T00:00:00Z,picoeuka,5422.20937
110,Playa_Chica,2021-06-28T00:00:00Z,prochloro,42032.96703
110,Playa_Chica,2021-06-28T00:00:00Z,synecho,13527.63778
110,Playa_Chica,2021-06-28T00:00:00Z,hna,538241.2209
110,Playa_Chica,2021-06-28T00:00:00Z,lna,180875.3594
111,Pena_la_Vieja,2020-04-28T00:00:00Z,nanoeuka,310.9926377
111,Pena_la_Vieja,2020-04-28T00:00:00Z,picoeuka,1985.683162
111,Pena_la_Vieja,2020-04-28T00:00:00Z,prochloro,1848.739496
111,Pena_la_Vieja,2020-04-28T00:00:00Z,synecho,2172.424525
111,Pena_la_Vieja,2020-04-28T00:00:00Z,hna,81847.82609
111,Pena_la_Vieja,2020-04-28T00:00:00Z,lna,70076.08696
112,Pena_la_Vieja,2020-05-26T00:00:00Z,nanoeuka,400.8989856
112,Pena_la_Vieja,2020-05-26T00:00:00Z,picoeuka,1956.26935
112,Pena_la_Vieja,2020-05-26T00:00:00Z,prochloro,4353.71517
112,Pena_la_Vieja,2020-05-26T00:00:00Z,synecho,5323.142415
112,Pena_la_Vieja,2020-05-26T00:00:00Z,hna,235560.4396
112,Pena_la_Vieja,2020-05-26T00:00:00Z,lna,85010.98901
113,Pena_la_Vieja,2020-07-06T00:00:00Z,nanoeuka,467.4344986
113,Pena_la_Vieja,2020-07-06T00:00:00Z,picoeuka,2183.006536
113,Pena_la_Vieja,2020-07-06T00:00:00Z,prochloro,13032.67974
113,Pena_la_Vieja,2020-07-06T00:00:00Z,synecho,9849.673203
113,Pena_la_Vieja,2020-07-06T00:00:00Z,hna,271604.3956
113,Pena_la_Vieja,2020-07-06T00:00:00Z,lna,89010.98901
114,Pena_la_Vieja,2020-08-10T00:00:00Z,nanoeuka,332.3299217
114,Pena_la_Vieja,2020-08-10T00:00:00Z,picoeuka,1459.899749
114,Pena_la_Vieja,2020-08-10T00:00:00Z,prochloro,16842.10526
114,Pena_la_Vieja,2020-08-10T00:00:00Z,synecho,12600.25063
114,Pena_la_Vieja,2020-08-10T00:00:00Z,hna,312945.6522
114,Pena_la_Vieja,2020-08-10T00:00:00Z,lna,83576.08696
115,Pena_la_Vieja,2020-08-31T00:00:00Z,nanoeuka,589.9216787
115,Pena_la_Vieja,2020-08-31T00:00:00Z,picoeuka,2266.55348
115,Pena_la_Vieja,2020-08-31T00:00:00Z,prochloro,34972.41087
115,Pena_la_Vieja,2020-08-31T00:00:00Z,synecho,12529.71138
115,Pena_la_Vieja,2020-08-31T00:00:00Z,hna,428779.2642
115,Pena_la_Vieja,2020-08-31T00:00:00Z,lna,143929.7659
116,Pena_la_Vieja,2020-10-05T00:00:00Z,nanoeuka,637.9320567
116,Pena_la_Vieja,2020-10-05T00:00:00Z,picoeuka,3149.905123
116,Pena_la_Vieja,2020-10-05T00:00:00Z,prochloro,26432.63757
116,Pena_la_Vieja,2020-10-05T00:00:00Z,synecho,5698.924731
116,Pena_la_Vieja,2020-10-05T00:00:00Z,hna,376304.3478
116,Pena_la_Vieja,2020-10-05T00:00:00Z,lna,113478.2609
117,Pena_la_Vieja,2020-11-02T00:00:00Z,nanoeuka,746.4746475
117,Pena_la_Vieja,2020-11-02T00:00:00Z,picoeuka,2527.233115
117,Pena_la_Vieja,2020-11-02T00:00:00Z,prochloro,23286.64799
117,Pena_la_Vieja,2020-11-02T00:00:00Z,synecho,4618.736383
117,Pena_la_Vieja,2020-11-02T00:00:00Z,hna,218338.5093
117,Pena_la_Vieja,2020-11-02T00:00:00Z,lna,96521.73913
118,Pena_la_Vieja,2020-12-01T00:00:00Z,nanoeuka,257.487049
118,Pena_la_Vieja,2020-12-01T00:00:00Z,picoeuka,2372.408293
118,Pena_la_Vieja,2020-12-01T00:00:00Z,prochloro,27438.86231
118,Pena_la_Vieja,2020-12-01T00:00:00Z,synecho,3216.374269
118,Pena_la_Vieja,2020-12-01T00:00:00Z,hna,137728.9377
118,Pena_la_Vieja,2020-12-01T00:00:00Z,lna,83604.3956
119,Pena_la_Vieja,2021-01-18T00:00:00Z,nanoeuka,268.4092803
119,Pena_la_Vieja,2021-01-18T00:00:00Z,picoeuka,3104.575163
119,Pena_la_Vieja,2021-01-18T00:00:00Z,prochloro,11006.53595
119,Pena_la_Vieja,2021-01-18T00:00:00Z,synecho,3647.058824
119,Pena_la_Vieja,2021-01-18T00:00:00Z,hna,131168.4783
119,Pena_la_Vieja,2021-01-18T00:00:00Z,lna,88288.04348
120,Pena_la_Vieja,2021-03-02T00:00:00Z,nanoeuka,422.7248921
120,Pena_la_Vieja,2021-03-02T00:00:00Z,picoeuka,5320.904141
120,Pena_la_Vieja,2021-03-02T00:00:00Z,prochloro,3440.026398
120,Pena_la_Vieja,2021-03-02T00:00:00Z,synecho,5852.994555
120,Pena_la_Vieja,2021-03-02T00:00:00Z,hna,122657.5215
120,Pena_la_Vieja,2021-03-02T00:00:00Z,lna,198895.6057
121,Pena_la_Vieja,2021-04-14T00:00:00Z,nanoeuka,613.6176887
121,Pena_la_Vieja,2021-04-14T00:00:00Z,picoeuka,2733.975015
121,Pena_la_Vieja,2021-04-14T00:00:00Z,prochloro,8128.199877
121,Pena_la_Vieja,2021-04-14T00:00:00Z,synecho,7833.299201
121,Pena_la_Vieja,2021-04-14T00:00:00Z,hna,225775.7437
121,Pena_la_Vieja,2021-04-14T00:00:00Z,lna,70874.14188
122,Pena_la_Vieja,2021-05-12T00:00:00Z,nanoeuka,408.0704561
122,Pena_la_Vieja,2021-05-12T00:00:00Z,picoeuka,3831.624393
122,Pena_la_Vieja,2021-05-12T00:00:00Z,prochloro,10541.46429
122,Pena_la_Vieja,2021-05-12T00:00:00Z,synecho,2848.234095
122,Pena_la_Vieja,2021-05-12T00:00:00Z,hna,173050.1162
122,Pena_la_Vieja,2021-05-12T00:00:00Z,lna,81314.30468
123,Pena_la_Vieja,2021-06-28T00:00:00Z,nanoeuka,307.1574333
123,Pena_la_Vieja,2021-06-28T00:00:00Z,picoeuka,2286.623151
123,Pena_la_Vieja,2021-06-28T00:00:00Z,prochloro,20207.79972
123,Pena_la_Vieja,2021-06-28T00:00:00Z,synecho,4641.41122
123,Pena_la_Vieja,2021-06-28T00:00:00Z,hna,321590.3051
123,Pena_la_Vieja,2021-06-28T00:00:00Z,lna,106038.0568
124,Pena_la_Vieja,2021-07-27T00:00:00Z,nanoeuka,301.359582
124,Pena_la_Vieja,2021-07-27T00:00:00Z,picoeuka,2639.517345
124,Pena_la_Vieja,2021-07-27T00:00:00Z,prochloro,9078.779441
124,Pena_la_Vieja,2021-07-27T00:00:00Z,synecho,3788.142476
124,Pena_la_Vieja,2021-07-27T00:00:00Z,hna,197372.8597
124,Pena_la_Vieja,2021-07-27T00:00:00Z,lna,62346.02607
125,Pena_la_Vieja,2021-12-13T00:00:00Z,nanoeuka,119.3000375
125,Pena_la_Vieja,2021-12-13T00:00:00Z,picoeuka,3187.45098
125,Pena_la_Vieja,2021-12-13T00:00:00Z,prochloro,4417.254902
125,Pena_la_Vieja,2021-12-13T00:00:00Z,synecho,3128.888889
125,Pena_la_Vieja,2021-12-13T00:00:00Z,hna,86425.24124
125,Pena_la_Vieja,2021-12-13T00:00:00Z,lna,73316.70823
126,Pena_la_Vieja,2022-01-24T00:00:00Z,nanoeuka,107.1265643
126,Pena_la_Vieja,2022-01-24T00:00:00Z,picoeuka,4926.315789
126,Pena_la_Vieja,2022-01-24T00:00:00Z,prochloro,2745.263158
126,Pena_la_Vieja,2022-01-24T00:00:00Z,synecho,2778.947368
126,Pena_la_Vieja,2022-01-24T00:00:00Z,hna,69511.0051
126,Pena_la_Vieja,2022-01-24T00:00:00Z,lna,93353.57259
127,Pena_la_Vieja,2022-02-15T00:00:00Z,nanoeuka,65.73675534
127,Pena_la_Vieja,2022-02-15T00:00:00Z,picoeuka,5877.894737
127,Pena_la_Vieja,2022-02-15T00:00:00Z,prochloro,3915.789474
127,Pena_la_Vieja,2022-02-15T00:00:00Z,synecho,2181.052632
127,Pena_la_Vieja,2022-02-15T00:00:00Z,hna,70812.10018
127,Pena_la_Vieja,2022-02-15T00:00:00Z,lna,56369.9447
128,Pena_la_Vieja,2022-03-21T00:00:00Z,nanoeuka,145.3440144
128,Pena_la_Vieja,2022-03-21T00:00:00Z,picoeuka,3614.117647
128,Pena_la_Vieja,2022-03-21T00:00:00Z,prochloro,7504.313725
128,Pena_la_Vieja,2022-03-21T00:00:00Z,synecho,8541.699346
128,Pena_la_Vieja,2022-03-21T00:00:00Z,hna,43619.21284
128,Pena_la_Vieja,2022-03-21T00:00:00Z,lna,112479.6704
129,Pena_la_Vieja,2022-04-18T00:00:00Z,nanoeuka,20.69490446
129,Pena_la_Vieja,2022-04-18T00:00:00Z,picoeuka,2116.601307
129,Pena_la_Vieja,2022-04-18T00:00:00Z,prochloro,3998.954248
129,Pena_la_Vieja,2022-04-18T00:00:00Z,synecho,3890.196078
129,Pena_la_Vieja,2022-04-18T00:00:00Z,hna,47717.66237
129,Pena_la_Vieja,2022-04-18T00:00:00Z,lna,59460.04554
130,Pena_la_Vieja,2022-05-16T00:00:00Z,nanoeuka,57.21532409
130,Pena_la_Vieja,2022-05-16T00:00:00Z,picoeuka,384.8366013
130,Pena_la_Vieja,2022-05-16T00:00:00Z,prochloro,2626.928105
