key,date,site,ecoli,ente
22w29-7-PVJ,2022-07-18T00:00:00Z,Pena_la_Vieja,10,9
22w29-9-CCR,2022-07-18T00:00:00Z,Cicer,0,2
22w30-3-PNT,2022-07-25T00:00:00Z,La_Puntilla,11,18
22w30-4-HTC,2022-07-25T00:00:00Z,Hotel_Cristina,1,22
22w30-5-HTI,2022-07-25T00:00:00Z,Reina_Isabel,22,1
22w30-6-PCH,2022-07-25T00:00:00Z,Playa_Chica,5,4
22w30-7-PVJ,2022-07-25T00:00:00Z,Pena_la_Vieja,18,2
22w30-9-CCR,2022-07-25T00:00:00Z,Cicer,3,2
22w31-2-CFS,2022-08-01T00:00:00Z,Confital_2,20,130
22w31-3-PNT,2022-08-01T00:00:00Z,La_Puntilla,30,12
22w31-4-HTC,2022-08-01T00:00:00Z,Hotel_Cristina,1,17
22w31-5-HTI,2022-08-01T00:00:00Z,Reina_Isabel,3,9
22w31-6-PCH,2022-08-01T00:00:00Z,Playa_Chica,4,13
22w31-7-PVJ,2022-08-01T00:00:00Z,Pena_la_Vieja,2,2
22w31-9-CCR,2022-08-01T00:00:00Z,Cicer,1,2
22w32-3-PNT,2022-08-08T00:00:00Z,La_Puntilla,30,29
22w32-4-HTC,2022-08-08T00:00:00Z,Hotel_Cristina,2,6
22w32-5-HTI,2022-08-08T00:00:00Z,Reina_Isabel,6,8
22w32-6-PCH,2022-08-08T00:00:00Z,Playa_Chica,19,8
22w32-7-PVJ,2022-08-08T00:00:00Z,Pena_la_Vieja,3,2
22w32-9-CCR,2022-08-08T00:00:00Z,Cicer,6,10
22w33-2-CFS,2022-08-16T00:00:00Z,Confital_2,10,130
22w33-3-PNT,2022-08-16T00:00:00Z,La_Puntilla,2,9
22w33-4-HTC,2022-08-16T00:00:00Z,Hotel_Cristina,7,3
22w33-5-HTI,2022-08-16T00:00:00Z,Reina_Isabel,5,6
22w33-6-PCH,2022-08-16T00:00:00Z,Playa_Chica,3,0
22w33-7-PVJ,2022-08-16T00:00:00Z,Pena_la_Vieja,11,0
22w33-9-CCR,2022-08-16T00:00:00Z,Cicer,6,0
22w34-3-PNT,2022-08-22T00:00:00Z,La_Puntilla,40,18
22w34-4-HTC,2022-08-22T00:00:00Z,Hotel_Cristina,10,41
22w34-5-HTI,2022-08-22T00:00:00Z,Reina_Isabel,580,2
22w34-5-HTI,2022-08-25T00:00:00Z,Reina_Isabel,0,0
22w34-6-PCH,2022-08-22T00:00:00Z,Playa_Chica,18,8
22w34-7-PVJ,2022-08-22T00:00:00Z,Pena_la_Vieja,10,0
22w34-9-CCR,2022-08-22T00:00:00Z,Cicer,10,1
22w35-2-CFS,2022-08-29T00:00:00Z,Confital_2,5,320
22w35-3-PNT,2022-08-29T00:00:00Z,La_Puntilla,13,48
22w35-4-HTC,2022-08-29T00:00:00Z,Hotel_Cristina,3,3
22w35-5-HTI,2022-08-29T00:00:00Z,Reina_Isabel,7,6
22w35-6-PCH,2022-08-29T00:00:00Z,Playa_Chica,4,4
22w35-7-PVJ,2022-08-29T00:00:00Z,Pena_la_Vieja,24,6
22w35-9-CCR,2022-08-29T00:00:00Z,Cicer,0,1
22w36-3-PNT,2022-09-05T00:00:00Z,La_Puntilla,28,6
22w36-4-HTC,2022-09-05T00:00:00Z,Hotel_Cristina,14,3
22w36-5-HTI,2022-09-05T00:00:00Z,Reina_Isabel,36,13
22w36-6-PCH,2022-09-05T00:00:00Z,Playa_Chica,40,5
22w36-7-PVJ,2022-09-05T00:00:00Z,Pena_la_Vieja,8,17
22w36-9-CCR,2022-09-05T00:00:00Z,Cicer,2,1
22w37-2-CFS,2022-09-12T00:00:00Z,Confital_2,10,72
22w37-3-PNT,2022-09-12T00:00:00Z,La_Puntilla,38,10
22w37-4-HTC,2022-09-12T00:00:00Z,Hotel_Cristina,15,17
22w37-5-HTI,2022-09-12T00:00:00Z,Reina_Isabel,3,1
22w37-6-PCH,2022-09-12T00:00:00Z,Playa_Chica,31,41
22w37-7-PVJ,2022-09-12T00:00:00Z,Pena_la_Vieja,20,4
22w37-9-CCR,2022-09-12T00:00:00Z,Cicer,1,1
22w38-3-PNT,2022-09-19T00:00:00Z,La_Puntilla,33,13
22w38-4-HTC,2022-09-19T00:00:00Z,Hotel_Cristina,38,3
22w38-5-HTI,2022-09-19T00:00:00Z,Reina_Isabel,29,3
22w38-6-PCH,2022-09-19T00:00:00Z,Playa_Chica,3,2
22w38-7-PVJ,2022-09-19T00:00:00Z,Pena_la_Vieja,1,0
22w38-9-CCR,2022-09-19T00:00:00Z,Cicer,1,2
22w39-2-CFS,2022-09-26T00:00:00Z,Confital_2,NA,460
22w39-3-PNT,2022-09-26T00:00:00Z,La_Puntilla,10,16
22w39-4-HTC,2022-09-26T00:00:00Z,Hotel_Cristina,3,1
22w39-5-HTI,2022-09-26T00:00:00Z,Reina_Isabel,3,6
22w39-6-PCH,2022-09-26T00:00:00Z,Playa_Chica,11,3
22w39-7-PVJ,2022-09-26T00:00:00Z,Pena_la_Vieja,NA,55
22w39-9-CCR,2022-09-26T00:00:00Z,Cicer,NA,600
22w40-2-CFS,2022-10-03T00:00:00Z,Confital_2,90,110
22w40-3-PNT,2022-10-03T00:00:00Z,La_Puntilla,31,44
22w40-4-HTC,2022-10-03T00:00:00Z,Hotel_Cristina,73,3
22w40-5-HTI,2022-10-03T00:00:00Z,Reina_Isabel,80,6
22w40-6-PCH,2022-10-03T00:00:00Z,Playa_Chica,10,1
22w40-7-PVJ,2022-10-03T00:00:00Z,Pena_la_Vieja,8,1
22w40-9-CCR,2022-10-03T00:00:00Z,Cicer,6,3
22w41-3-PNT,2022-10-10T00:00:00Z,La_Puntilla,10,13
22w41-4-HTC,2022-10-10T00:00:00Z,Hotel_Cristina,7,0
22w41-5-HTI,2022-10-10T00:00:00Z,Reina_Isabel,1,0
22w41-6-PCH,2022-10-10T00:00:00Z,Playa_Chica,110,11
22w41-7-PVJ,2022-10-10T00:00:00Z,Pena_la_Vieja,7,2
22w41-9-CCR,2022-10-10T00:00:00Z,Cicer,1,7
22w42-3-PNT,2022-10-17T00:00:00Z,La_Puntilla,66,10
22w42-4-HTC,2022-10-17T00:00:00Z,Hotel_Cristina,10,10
22w42-5-HTI,2022-10-17T00:00:00Z,Reina_Isabel,4,0
22w42-6-PCH,2022-10-17T00:00:00Z,Playa_Chica,0,1
22w42-7-PVJ,2022-10-17T00:00:00Z,Pena_la_Vieja,20,1
22w42-9-CCR,2022-10-17T00:00:00Z,Cicer,4,4
22w43-3-PNT,2022-10-24T00:00:00Z,La_Puntilla,19,10
22w43-4-HTC,2022-10-24T00:00:00Z,Hotel_Cristina,7,2
22w43-5-HTI,2022-10-24T00:00:00Z,Reina_Isabel,9,2
22w43-6-PCH,2022-10-24T00:00:00Z,Playa_Chica,10,5
22w43-7-PVJ,2022-10-24T00:00:00Z,Pena_la_Vieja,7,48
22w43-9-CCR,2022-10-24T00:00:00Z,Cicer,2,1
22w44-3-PNT,2022-10-31T00:00:00Z,La_Puntilla,42,3
22w44-4-HTC,2022-10-31T00:00:00Z,Hotel_Cristina,8,0
22w44-5-HTI,2022-10-31T00:00:00Z,Reina_Isabel,1,1
22w44-6-PCH,2022-10-31T00:00:00Z,Playa_Chica,0,1
22w44-7-PVJ,2022-10-31T00:00:00Z,Pena_la_Vieja,1,3
22w44-9-CCR,2022-10-31T00:00:00Z,Cicer,0,0
22w45-3-PNT,2022-11-07T00:00:00Z,La_Puntilla,7,1
22w45-4-HTC,2022-11-07T00:00:00Z,Hotel_Cristina,5,2
22w45-5-HTI,2022-11-07T00:00:00Z,Reina_Isabel,23,12
22w45-6-PCH,2022-11-07T00:00:00Z,Playa_Chica,3,4
22w45-7-PVJ,2022-11-07T00:00:00Z,Pena_la_Vieja,9,6
22w45-9-CCR,2022-11-07T00:00:00Z,Cicer,2,2
22w46-3-PNT,2022-11-14T00:00:00Z,La_Puntilla,3,3
22w46-4-HTC,2022-11-14T00:00:00Z,Hotel_Cristina,3,1
22w46-5-HTI,2022-11-14T00:00:00Z,Reina_Isabel,4,0
22w46-6-PCH,2022-11-14T00:00:00Z,Playa_Chica,3,1
22w46-7-PVJ,2022-11-14T00:00:00Z,Pena_la_Vieja,7,3
22w46-9-CCR,2022-11-14T00:00:00Z,Cicer,7,2
22w47-2-CFS,2022-11-21T00:00:00Z,Confital_2,12,170
22w47-3-PNT,2022-11-21T00:00:00Z,La_Puntilla,14,0
22w47-4-HTC,2022-11-21T00:00:00Z,Hotel_Cristina,2,0
22w47-5-HTI,2022-11-21T00:00:00Z,Reina_Isabel,0,1
22w47-6-PCH,2022-11-21T00:00:00Z,Playa_Chica,7,2
22w47-7-PVJ,2022-11-21T00:00:00Z,Pena_la_Vieja,1,2
22w47-9-CCR,2022-11-21T00:00:00Z,Cicer,1,1
22w48-3-PNT,2022-11-28T00:00:00Z,La_Puntilla,44,6
22w48-4-HTC,2022-11-28T00:00:00Z,Hotel_Cristina,66,0
22w48-5-HTI,2022-11-28T00:00:00Z,Reina_Isabel,0,0
22w48-6-PCH,2022-11-28T00:00:00Z,Playa_Chica,3,1
22w48-7-PVJ,2022-11-28T00:00:00Z,Pena_la_Vieja,9,6
22w48-9-CCR,2022-11-28T00:00:00Z,Cicer,0,0
22w49-3-PNT,2022-12-05T00:00:00Z,La_Puntilla,330,8
22w49-4-HTC,2022-12-05T00:00:00Z,Hotel_Cristina,150,7
22w49-5-HTI,2022-12-05T00:00:00Z,Reina_Isabel,230,5
22w49-6-PCH,2022-12-05T00:00:00Z,Playa_Chica,420,24
22w49-7-PVJ,2022-12-05T00:00:00Z,Pena_la_Vieja,11,5
22w49-9-CCR,2022-12-05T00:00:00Z,Cicer,24,19
22w50-3-PNT,2022-12-12T00:00:00Z,La_Puntilla,11,15
22w50-4-HTC,2022-12-12T00:00:00Z,Hotel_Cristina,2,1
22w50-5-HTI,2022-12-12T00:00:00Z,Reina_Isabel,2,0
22w50-6-PCH,2022-12-12T00:00:00Z,Playa_Chica,0,0
22w50-7-PVJ,2022-12-12T00:00:00Z,Pena_la_Vieja,1,2
22w50-9-CCR,2022-12-12T00:00:00Z,Cicer,0,0
22w51-2-CFS,2022-12-19T00:00:00Z,Confital_2,8,21
22w51-3-PNT,2022-12-19T00:00:00Z,La_Puntilla,12,7
22w51-4-HTC,2022-12-19T00:00:00Z,Hotel_Cristina,0,2
22w51-5-HTI,2022-12-19T00:00:00Z,Reina_Isabel,0,14
22w51-6-PCH,2022-12-19T00:00:00Z,Playa_Chica,2,0
22w51-7-PVJ,2022-12-19T00:00:00Z,Pena_la_Vieja,30,1
22w51-9-CCR,2022-12-19T00:00:00Z,Cicer,1,0
22w52-3-PNT,2022-12-27T00:00:00Z,La_Puntilla,14,2
22w52-4-HTC,2022-12-27T00:00:00Z,Hotel_Cristina,10,1
22w52-5-HTI,2022-12-27T00:00:00Z,Reina_Isabel,5,0
22w52-6-PCH,2022-12-27T00:00:00Z,Playa_Chica,15,1
22w52-7-PVJ,2022-12-27T00:00:00Z,Pena_la_Vieja,9,4
22w52-9-CCR,2022-12-27T00:00:00Z,Cicer,9,2
23w01-3-PNT,2023-01-02T00:00:00Z,La_Puntilla,3,4
23w01-4-HTC,2023-01-02T00:00:00Z,Hotel_Cristina,40,1
23w01-5-HTI,2023-01-02T00:00:00Z,Reina_Isabel,69,17
23w01-6-PCH,2023-01-02T00:00:00Z,Playa_Chica,3,1
23w01-7-PVJ,2023-01-02T00:00:00Z,Pena_la_Vieja,2,1
23w01-9-CCR,2023-01-02T00:00:00Z,Cicer,2,1
23w02-3-PNT,2023-01-09T00:00:00Z,La_Puntilla,25,23
23w02-4-HTC,2023-01-09T00:00:00Z,Hotel_Cristina,39,18
23w02-5-HTI,2023-01-09T00:00:00Z,Reina_Isabel,2,1
23w02-6-PCH,2023-01-09T00:00:00Z,Playa_Chica,1,0
23w02-7-PVJ,2023-01-09T00:00:00Z,Pena_la_Vieja,16,4
23w02-9-CCR,2023-01-09T00:00:00Z,Cicer,1,2
23w03-3-PNT,2023-01-16T00:00:00Z,La_Puntilla,0,0
23w03-4-HTC,2023-01-16T00:00:00Z,Hotel_Cristina,5,0
23w03-5-HTI,2023-01-16T00:00:00Z,Reina_Isabel,18,1
23w03-6-PCH,2023-01-16T00:00:00Z,Playa_Chica,7,0
23w03-7-PVJ,2023-01-16T00:00:00Z,Pena_la_Vieja,0,2
23w03-9-CCR,2023-01-16T00:00:00Z,Cicer,1,0
23w04-2-CFS,2023-01-23T00:00:00Z,Confital_2,1,8
23w04-3-PNT,2023-01-23T00:00:00Z,La_Puntilla,0,8
23w04-4-HTC,2023-01-23T00:00:00Z,Hotel_Cristina,3,6
23w04-5-HTI,2023-01-23T00:00:00Z,Reina_Isabel,1,2
23w04-6-PCH,2023-01-23T00:00:00Z,Playa_Chica,5,2
23w04-7-PVJ,2023-01-23T00:00:00Z,Pena_la_Vieja,4,0
23w04-9-CCR,2023-01-23T00:00:00Z,Cicer,2,1
23w05-3-PNT,2023-01-30T00:00:00Z,La_Puntilla,1,8
23w05-4-HTC,2023-01-30T00:00:00Z,Hotel_Cristina,0,3
23w05-5-HTI,2023-01-30T00:00:00Z,Reina_Isabel,5,2
23w05-6-PCH,2023-01-30T00:00:00Z,Playa_Chica,0,1
23w05-7-PVJ,2023-01-30T00:00:00Z,Pena_la_Vieja,90,10
23w05-9-CCR,2023-01-30T00:00:00Z,Cicer,0,0
23w08-2-CFS,2023-02-20T00:00:00Z,Confital_2,1,8
23w12-2-CFS,2023-03-20T00:00:00Z,Confital_2,7,25
23w16-2-CFS,2023-04-17T00:00:00Z,Confital_2,3,29
23w20-2-CFS,2023-05-15T00:00:00Z,Confital_2,2,0
23w24-2-CFS,2023-06-12T00:00:00Z,Confital_2,0,50
23w27-2-CFS,2023-07-03T00:00:00Z,Confital_2,1,65
23w29-2-CFS,2023-07-17T00:00:00Z,Confital_2,1,32
23w31-2-CFS,2023-07-31T00:00:00Z,Confital_2,45,63
23w33-2-CFS,2023-08-14T00:00:00Z,Confital_2,0,0
23w35-2-CFS,2023-08-28T00:00:00Z,Confital_2,10,21
23w37-2-CFS,2023-09-11T00:00:00Z,Confital_2,0,13
23w39-2-CFS,2023-09-25T00:00:00Z,Confital_2,7,1
23w43-2-CFS,2023-10-23T00:00:00Z,Confital_2,5,6
23w47-2-CFS,2023-11-20T00:00:00Z,Confital_2,0,0
23w51-2-CFS,2023-12-18T00:00:00Z,Confital_2,1,4
24w04-2-CFS,2024-01-22T00:00:00Z,Confital_2,0,27
24w08-2-CFS,2024-02-19T00:00:00Z,Confital_2,1,0
24w12-2-CFS,2024-03-18T00:00:00Z,Confital_2,1,0
24w16-2-CFS,2024-04-15T00:00:00Z,Confital_2,3,1
24w20-2-CFS,2024-05-13T00:00:00Z,Confital_2,0,9
24w24-2-CFS,2024-06-10T00:00:00Z,Confital_2,10,12
24w27-2-CFS,2024-07-01T00:00:00Z,Confital_2,0,0
24w29-2-CFS,2024-07-15T00:00:00Z,Confital_2,10,24
24w31-2-CFS,2024-07-29T00:00:00Z,Confital_2,0,0
24w33-2-CFS,2024-08-12T00:00:00Z,Confital_2,10,35
24w35-2-CFS,2024-08-26T00:00:00Z,Confital_2,10,43
24w37-2-CFS,2024-09-10T00:00:00Z,Confital_2,10,1
24w39-2-CFS,2024-09-23T00:00:00Z,Confital_2,0,18
24w42-2-CFS,2024-10-14T00:00:00Z,Confital_2,3,1
